angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.17,,"[540, 130, 174, 219]",,0.0,,0.01,,0.08,,0.7,,0.03,,0.01,
0.24,,"[539, 130, 171, 220]",,0.0,,0.02,,0.06,,0.62,,0.05,,0.0,
0.16,,"[541, 133, 168, 211]",,0.0,,0.05,,0.01,,0.73,,0.04,,0.01,
0.18,,"[535, 130, 167, 214]",,0.0,,0.01,,0.01,,0.75,,0.05,,0.0,
0.15,,"[537, 132, 170, 218]",,0.0,,0.02,,0.01,,0.74,,0.08,,0.0,
0.36,,"[536, 130, 172, 218]",,0.0,,0.01,,0.02,,0.57,,0.04,,0.0,
0.15,,"[536, 133, 174, 216]",,0.0,,0.01,,0.01,,0.81,,0.02,,0.0,
0.09,,"[534, 129, 168, 214]",,0.0,,0.01,,0.16,,0.68,,0.07,,0.0,
0.15,,"[539, 132, 166, 212]",,0.0,,0.01,,0.04,,0.78,,0.03,,0.0,
0.52,,"[539, 133, 163, 209]",,0.0,,0.01,,0.01,,0.41,,0.04,,0.0,
0.27,,"[543, 132, 168, 213]",,0.0,,0.01,,0.07,,0.61,,0.03,,0.01,
0.56,,"[543, 133, 169, 217]",,0.0,,0.13,,0.04,,0.17,,0.09,,0.01,
0.72,,"[545, 135, 168, 215]",,0.0,,0.07,,0.01,,0.15,,0.05,,0.0,
0.52,,"[546, 130, 168, 215]",,0.0,,0.02,,0.03,,0.38,,0.05,,0.0,
0.38,,"[545, 128, 171, 216]",,0.0,,0.01,,0.01,,0.57,,0.03,,0.0,
0.58,,"[550, 131, 166, 211]",,0.0,,0.02,,0.01,,0.31,,0.07,,0.0,
0.47,,"[547, 129, 167, 213]",,0.0,,0.01,,0.02,,0.45,,0.04,,0.0,
0.75,,"[547, 131, 168, 211]",,0.0,,0.05,,0.01,,0.14,,0.05,,0.0,
0.66,,"[549, 130, 168, 211]",,0.0,,0.06,,0.01,,0.21,,0.06,,0.0,
0.6,,"[554, 125, 163, 209]",,0.0,,0.09,,0.01,,0.18,,0.11,,0.01,
0.54,,"[555, 124, 164, 211]",,0.0,,0.03,,0.03,,0.32,,0.07,,0.01,
0.53,,"[555, 123, 167, 212]",,0.0,,0.06,,0.03,,0.32,,0.06,,0.01,
0.71,,"[552, 122, 169, 217]",,0.0,,0.06,,0.02,,0.14,,0.07,,0.0,
0.6,,"[552, 122, 168, 217]",,0.0,,0.06,,0.03,,0.22,,0.09,,0.01,
0.68,,"[548, 125, 165, 214]",,0.0,,0.19,,0.01,,0.05,,0.06,,0.0,
0.66,,"[547, 129, 164, 211]",,0.0,,0.1,,0.01,,0.13,,0.09,,0.0,
0.56,,"[545, 122, 173, 222]",,0.0,,0.08,,0.04,,0.22,,0.1,,0.0,
0.64,,"[551, 128, 165, 214]",,0.0,,0.02,,0.03,,0.27,,0.03,,0.0,
0.75,,"[550, 132, 168, 213]",,0.0,,0.05,,0.0,,0.16,,0.04,,0.0,
0.63,,"[551, 130, 169, 214]",,0.0,,0.02,,0.02,,0.25,,0.08,,0.0,
0.58,,"[549, 136, 167, 208]",,0.0,,0.04,,0.01,,0.3,,0.06,,0.0,
0.38,,"[551, 131, 169, 213]",,0.0,,0.01,,0.02,,0.55,,0.03,,0.0,
0.24,,"[548, 129, 172, 217]",,0.0,,0.01,,0.02,,0.69,,0.04,,0.0,
0.42,,"[550, 138, 167, 208]",,0.0,,0.06,,0.03,,0.41,,0.08,,0.01,
0.56,,"[548, 129, 171, 214]",,0.0,,0.03,,0.05,,0.24,,0.1,,0.01,
0.71,,"[553, 132, 168, 212]",,0.0,,0.03,,0.01,,0.21,,0.03,,0.01,
0.62,,"[553, 127, 168, 217]",,0.0,,0.02,,0.06,,0.24,,0.04,,0.01,
0.14,,"[548, 124, 175, 216]",,0.0,,0.05,,0.05,,0.6,,0.04,,0.12,
0.02,,"[563, 133, 162, 203]",,0.0,,0.02,,0.41,,0.51,,0.03,,0.02,
0.08,,"[567, 135, 162, 198]",,0.0,,0.0,,0.04,,0.83,,0.04,,0.0,
0.05,,"[567, 134, 161, 197]",,0.0,,0.01,,0.1,,0.77,,0.05,,0.01,
0.09,,"[570, 135, 155, 198]",,0.0,,0.01,,0.23,,0.63,,0.05,,0.0,
0.08,,"[570, 133, 155, 196]",,0.0,,0.01,,0.04,,0.81,,0.06,,0.0,
0.16,,"[572, 136, 153, 192]",,0.0,,0.02,,0.09,,0.67,,0.05,,0.01,
0.17,,"[570, 129, 156, 196]",,0.0,,0.01,,0.33,,0.44,,0.05,,0.01,
0.18,,"[571, 133, 154, 193]",,0.0,,0.02,,0.06,,0.69,,0.05,,0.0,
0.36,,"[567, 124, 157, 198]",,0.0,,0.04,,0.05,,0.42,,0.13,,0.01,
0.4,,"[566, 120, 157, 198]",,0.0,,0.02,,0.1,,0.33,,0.15,,0.0,
0.68,,"[571, 126, 154, 198]",,0.0,,0.08,,0.03,,0.13,,0.08,,0.0,
0.53,,"[571, 120, 157, 201]",,0.0,,0.07,,0.17,,0.13,,0.09,,0.0,
0.57,,"[569, 118, 159, 202]",,0.0,,0.08,,0.12,,0.11,,0.11,,0.0,
0.76,,"[570, 117, 159, 202]",,0.0,,0.05,,0.04,,0.09,,0.06,,0.0,
0.68,,"[571, 114, 159, 205]",,0.0,,0.05,,0.03,,0.16,,0.07,,0.0,
0.79,,"[569, 114, 161, 207]",,0.0,,0.07,,0.02,,0.06,,0.05,,0.0,
0.75,,"[570, 113, 161, 205]",,0.0,,0.06,,0.04,,0.08,,0.06,,0.0,
0.69,,"[572, 109, 157, 206]",,0.0,,0.06,,0.05,,0.12,,0.07,,0.0,
0.75,,"[572, 114, 161, 204]",,0.0,,0.04,,0.05,,0.12,,0.05,,0.0,
0.82,,"[572, 113, 158, 200]",,0.0,,0.03,,0.03,,0.08,,0.03,,0.0,
0.52,,"[577, 121, 156, 200]",,0.0,,0.06,,0.23,,0.13,,0.06,,0.0,
0.49,,"[572, 114, 164, 210]",,0.0,,0.02,,0.05,,0.34,,0.1,,0.0,
0.69,,"[577, 124, 156, 199]",,0.0,,0.01,,0.03,,0.22,,0.05,,0.0,
0.11,,"[581, 126, 161, 199]",,0.0,,0.0,,0.03,,0.83,,0.03,,0.0,
0.17,,"[582, 129, 163, 202]",,0.0,,0.01,,0.04,,0.57,,0.2,,0.0,
0.25,,"[589, 136, 157, 195]",,0.0,,0.02,,0.06,,0.41,,0.26,,0.0,
0.04,,"[590, 139, 156, 201]",,0.0,,0.01,,0.02,,0.9,,0.04,,0.0,
0.07,,"[588, 136, 161, 206]",,0.0,,0.02,,0.03,,0.8,,0.08,,0.0,
0.05,,"[586, 154, 158, 198]",,0.0,,0.01,,0.06,,0.85,,0.02,,0.0,
0.03,,"[582, 160, 158, 203]",,0.0,,0.01,,0.06,,0.87,,0.01,,0.0,
0.05,,"[580, 162, 158, 202]",,0.0,,0.01,,0.19,,0.71,,0.01,,0.03,
0.07,,"[579, 162, 158, 202]",,0.0,,0.02,,0.1,,0.76,,0.02,,0.04,
0.14,,"[579, 159, 156, 202]",,0.0,,0.06,,0.05,,0.66,,0.03,,0.06,
0.17,,"[574, 159, 156, 197]",,0.0,,0.09,,0.04,,0.56,,0.04,,0.1,
0.17,,"[571, 156, 159, 202]",,0.0,,0.04,,0.06,,0.65,,0.04,,0.04,
0.1,,"[560, 149, 163, 206]",,0.0,,0.03,,0.13,,0.62,,0.04,,0.08,
0.11,,"[563, 161, 157, 199]",,0.0,,0.06,,0.11,,0.63,,0.05,,0.04,
0.11,,"[560, 161, 155, 199]",,0.0,,0.08,,0.08,,0.64,,0.05,,0.03,
0.05,,"[555, 154, 160, 204]",,0.0,,0.03,,0.31,,0.58,,0.02,,0.01,
0.12,,"[555, 154, 154, 194]",,0.0,,0.03,,0.16,,0.61,,0.03,,0.05,
0.16,,"[552, 148, 162, 200]",,0.0,,0.02,,0.13,,0.54,,0.03,,0.11,
0.06,,"[554, 159, 152, 192]",,0.0,,0.05,,0.34,,0.46,,0.02,,0.08,
0.08,,"[553, 160, 151, 193]",,0.0,,0.04,,0.16,,0.61,,0.02,,0.08,
0.13,,"[551, 153, 156, 201]",,0.0,,0.03,,0.13,,0.67,,0.02,,0.02,
0.15,,"[550, 150, 157, 203]",,0.0,,0.02,,0.11,,0.69,,0.02,,0.02,
0.1,,"[553, 156, 153, 194]",,0.0,,0.05,,0.15,,0.63,,0.02,,0.05,
0.07,,"[554, 158, 149, 191]",,0.0,,0.02,,0.02,,0.85,,0.04,,0.02,
0.11,,"[552, 148, 159, 201]",,0.0,,0.0,,0.01,,0.84,,0.03,,0.01,
0.13,,"[554, 146, 159, 201]",,0.0,,0.01,,0.03,,0.74,,0.07,,0.02,
0.16,,"[556, 143, 163, 206]",,0.0,,0.01,,0.04,,0.76,,0.03,,0.01,
0.19,,"[562, 148, 153, 198]",,0.0,,0.01,,0.06,,0.65,,0.03,,0.06,
0.15,,"[561, 151, 154, 196]",,0.0,,0.02,,0.02,,0.69,,0.04,,0.09,
0.13,,"[564, 148, 154, 198]",,0.0,,0.02,,0.03,,0.67,,0.03,,0.13,
0.18,,"[565, 145, 159, 202]",,0.0,,0.02,,0.03,,0.66,,0.04,,0.07,
0.09,,"[565, 143, 155, 199]",,0.0,,0.0,,0.03,,0.85,,0.02,,0.01,
0.08,,"[569, 147, 150, 194]",,0.0,,0.02,,0.01,,0.86,,0.02,,0.02,
0.1,,"[567, 141, 157, 202]",,0.0,,0.01,,0.01,,0.85,,0.02,,0.0,
0.03,,"[566, 133, 162, 203]",,0.0,,0.01,,0.01,,0.89,,0.06,,0.01,
0.03,,"[566, 134, 160, 196]",,0.0,,0.0,,0.01,,0.92,,0.03,,0.0,
0.11,,"[569, 139, 156, 200]",,0.0,,0.03,,0.01,,0.77,,0.08,,0.01,
0.07,,"[567, 130, 158, 197]",,0.0,,0.01,,0.04,,0.78,,0.08,,0.01,
0.17,,"[567, 135, 156, 199]",,0.0,,0.01,,0.01,,0.78,,0.03,,0.0,
0.11,,"[570, 129, 155, 199]",,0.0,,0.01,,0.01,,0.82,,0.05,,0.0,
0.34,,"[570, 129, 155, 198]",,0.0,,0.02,,0.0,,0.6,,0.04,,0.0,
0.16,,"[569, 124, 158, 202]",,0.0,,0.01,,0.02,,0.72,,0.09,,0.0,
0.24,,"[569, 127, 155, 200]",,0.0,,0.07,,0.02,,0.55,,0.11,,0.01,
0.23,,"[568, 123, 155, 203]",,0.0,,0.07,,0.01,,0.55,,0.13,,0.01,
0.2,,"[568, 124, 156, 203]",,0.0,,0.14,,0.03,,0.52,,0.1,,0.02,
0.14,,"[569, 124, 155, 201]",,0.0,,0.05,,0.01,,0.72,,0.07,,0.01,
0.26,,"[567, 125, 157, 199]",,0.0,,0.01,,0.0,,0.64,,0.09,,0.0,
0.12,,"[569, 124, 156, 200]",,0.0,,0.01,,0.01,,0.72,,0.13,,0.0,
0.16,,"[567, 121, 158, 203]",,0.0,,0.01,,0.02,,0.74,,0.07,,0.0,
0.12,,"[565, 120, 159, 201]",,0.0,,0.01,,0.03,,0.77,,0.07,,0.01,
0.13,,"[565, 118, 161, 208]",,0.0,,0.01,,0.03,,0.73,,0.1,,0.0,
0.11,,"[565, 121, 157, 204]",,0.0,,0.0,,0.01,,0.83,,0.04,,0.0,
0.08,,"[561, 121, 163, 204]",,0.0,,0.01,,0.13,,0.7,,0.08,,0.0,
0.05,,"[563, 125, 159, 204]",,0.0,,0.01,,0.06,,0.85,,0.03,,0.0,
0.02,,"[562, 126, 163, 207]",,0.0,,0.0,,0.39,,0.57,,0.01,,0.0,
0.01,,"[563, 135, 161, 204]",,0.0,,0.0,,0.79,,0.19,,0.01,,0.0,
0.12,,"[563, 142, 159, 200]",,0.0,,0.05,,0.1,,0.65,,0.03,,0.05,
0.06,,"[562, 141, 160, 205]",,0.0,,0.02,,0.05,,0.83,,0.04,,0.01,
0.05,,"[561, 145, 153, 197]",,0.0,,0.01,,0.02,,0.88,,0.04,,0.01,
0.06,,"[561, 145, 154, 196]",,0.0,,0.01,,0.02,,0.86,,0.05,,0.01,
0.06,,"[560, 142, 154, 198]",,0.0,,0.01,,0.02,,0.85,,0.05,,0.01,
0.13,,"[560, 144, 153, 195]",,0.0,,0.03,,0.01,,0.78,,0.06,,0.0,
0.1,,"[561, 142, 155, 196]",,0.0,,0.05,,0.01,,0.79,,0.04,,0.01,
0.08,,"[560, 142, 153, 192]",,0.0,,0.05,,0.02,,0.77,,0.06,,0.02,
0.1,,"[555, 135, 152, 195]",,0.0,,0.01,,0.07,,0.79,,0.04,,0.0,
0.12,,"[559, 132, 157, 199]",,0.0,,0.02,,0.06,,0.74,,0.05,,0.01,
0.11,,"[557, 128, 159, 200]",,0.0,,0.02,,0.02,,0.78,,0.05,,0.01,
0.18,,"[559, 124, 159, 201]",,0.0,,0.03,,0.01,,0.73,,0.05,,0.01,
0.1,,"[558, 122, 161, 204]",,0.0,,0.03,,0.01,,0.8,,0.06,,0.0,
0.18,,"[562, 126, 155, 197]",,0.0,,0.07,,0.01,,0.68,,0.05,,0.02,
0.42,,"[557, 121, 161, 203]",,0.0,,0.07,,0.01,,0.42,,0.08,,0.0,
0.29,,"[555, 116, 162, 208]",,0.0,,0.02,,0.02,,0.6,,0.07,,0.0,
0.52,,"[551, 121, 156, 197]",,0.0,,0.03,,0.0,,0.34,,0.1,,0.0,
0.24,,"[548, 116, 162, 202]",,0.0,,0.02,,0.01,,0.63,,0.09,,0.0,
0.36,,"[548, 116, 163, 205]",,0.0,,0.05,,0.01,,0.51,,0.06,,0.0,
0.42,,"[553, 116, 159, 204]",,0.0,,0.09,,0.01,,0.4,,0.07,,0.01,
0.5,,"[549, 116, 165, 205]",,0.0,,0.08,,0.0,,0.31,,0.1,,0.01,
0.5,,"[554, 117, 161, 203]",,0.0,,0.09,,0.0,,0.3,,0.1,,0.01,
0.45,,"[554, 117, 163, 204]",,0.0,,0.12,,0.01,,0.33,,0.08,,0.01,
0.51,,"[557, 115, 164, 209]",,0.0,,0.08,,0.01,,0.3,,0.09,,0.01,
0.28,,"[558, 116, 163, 208]",,0.0,,0.1,,0.02,,0.47,,0.12,,0.0,
0.31,,"[558, 117, 163, 206]",,0.0,,0.08,,0.03,,0.48,,0.1,,0.0,
0.35,,"[559, 115, 161, 203]",,0.0,,0.13,,0.01,,0.4,,0.1,,0.01,
0.3,,"[558, 115, 160, 204]",,0.0,,0.13,,0.02,,0.47,,0.08,,0.0,
0.27,,"[560, 117, 155, 201]",,0.0,,0.19,,0.01,,0.42,,0.11,,0.01,
0.17,,"[561, 113, 155, 204]",,0.0,,0.03,,0.03,,0.72,,0.05,,0.0,
0.29,,"[560, 112, 158, 206]",,0.0,,0.03,,0.02,,0.57,,0.09,,0.0,
0.11,,"[558, 114, 158, 204]",,0.0,,0.03,,0.02,,0.77,,0.06,,0.0,
0.3,,"[556, 113, 165, 206]",,0.0,,0.03,,0.01,,0.6,,0.06,,0.0,
0.41,,"[555, 115, 160, 205]",,0.0,,0.07,,0.01,,0.44,,0.07,,0.0,
0.37,,"[559, 118, 157, 201]",,0.0,,0.11,,0.02,,0.45,,0.06,,0.0,
0.53,,"[558, 118, 158, 202]",,0.0,,0.05,,0.08,,0.29,,0.05,,0.0,
0.39,,"[560, 119, 157, 200]",,0.0,,0.02,,0.01,,0.54,,0.05,,0.0,
0.22,,"[561, 117, 163, 204]",,0.0,,0.01,,0.04,,0.7,,0.03,,0.0,
0.38,,"[561, 121, 161, 201]",,0.0,,0.01,,0.01,,0.57,,0.03,,0.0,
0.48,,"[561, 124, 158, 198]",,0.0,,0.02,,0.01,,0.46,,0.03,,0.0,
0.3,,"[561, 123, 158, 199]",,0.0,,0.02,,0.0,,0.64,,0.03,,0.0,
0.17,,"[561, 121, 161, 206]",,0.0,,0.01,,0.02,,0.76,,0.03,,0.0,
0.15,,"[564, 123, 157, 201]",,0.0,,0.01,,0.01,,0.78,,0.04,,0.0,
0.09,,"[564, 121, 163, 205]",,0.0,,0.02,,0.03,,0.82,,0.04,,0.0,
0.1,,"[564, 126, 161, 201]",,0.0,,0.01,,0.03,,0.81,,0.04,,0.0,
0.13,,"[565, 131, 158, 198]",,0.0,,0.01,,0.01,,0.8,,0.05,,0.0,
0.17,,"[569, 134, 155, 193]",,0.0,,0.04,,0.01,,0.72,,0.06,,0.0,
0.2,,"[567, 133, 156, 195]",,0.0,,0.05,,0.01,,0.62,,0.1,,0.01,
0.17,,"[568, 130, 157, 200]",,0.0,,0.02,,0.01,,0.76,,0.05,,0.0,
0.15,,"[565, 125, 156, 203]",,0.0,,0.02,,0.03,,0.74,,0.07,,0.0,
0.09,,"[567, 122, 161, 206]",,0.0,,0.0,,0.04,,0.83,,0.03,,0.0,
0.07,,"[565, 123, 161, 205]",,0.0,,0.0,,0.03,,0.86,,0.04,,0.0,
0.08,,"[564, 122, 159, 204]",,0.0,,0.01,,0.04,,0.83,,0.05,,0.0,
0.08,,"[564, 123, 157, 203]",,0.0,,0.01,,0.06,,0.82,,0.04,,0.0,
0.1,,"[563, 123, 156, 203]",,0.0,,0.01,,0.06,,0.8,,0.04,,0.0,
0.11,,"[563, 123, 156, 202]",,0.0,,0.01,,0.02,,0.8,,0.07,,0.0,
0.07,,"[564, 122, 163, 204]",,0.0,,0.01,,0.04,,0.83,,0.05,,0.0,
0.11,,"[568, 121, 158, 204]",,0.0,,0.01,,0.05,,0.78,,0.05,,0.0,
0.1,,"[568, 124, 156, 200]",,0.0,,0.01,,0.03,,0.79,,0.07,,0.0,
0.07,,"[567, 125, 159, 202]",,0.0,,0.01,,0.03,,0.86,,0.03,,0.0,
0.11,,"[565, 124, 162, 202]",,0.0,,0.01,,0.02,,0.8,,0.06,,0.0,
0.05,,"[565, 125, 162, 203]",,0.0,,0.02,,0.06,,0.84,,0.03,,0.0,
0.04,,"[566, 127, 159, 202]",,0.0,,0.01,,0.05,,0.87,,0.02,,0.0,
0.06,,"[562, 123, 164, 201]",,0.0,,0.01,,0.06,,0.81,,0.05,,0.01,
0.08,,"[565, 125, 162, 201]",,0.0,,0.01,,0.03,,0.82,,0.05,,0.0,
0.06,,"[561, 125, 164, 201]",,0.0,,0.01,,0.01,,0.82,,0.09,,0.0,
0.09,,"[562, 129, 162, 197]",,0.0,,0.01,,0.01,,0.75,,0.13,,0.0,
0.15,,"[564, 128, 159, 202]",,0.0,,0.02,,0.03,,0.69,,0.12,,0.0,
0.14,,"[562, 131, 162, 202]",,0.0,,0.01,,0.02,,0.78,,0.06,,0.0,
0.15,,"[572, 122, 181, 225]",,0.0,,0.05,,0.02,,0.56,,0.11,,0.12,
0.44,,"[576, 127, 177, 226]",,0.0,,0.03,,0.01,,0.3,,0.21,,0.01,
0.11,,"[581, 152, 165, 210]",,0.0,,0.0,,0.03,,0.82,,0.04,,0.0,
0.31,,"[568, 155, 170, 217]",,0.0,,0.01,,0.02,,0.59,,0.07,,0.0,
0.08,,"[555, 156, 177, 223]",,0.0,,0.0,,0.06,,0.79,,0.06,,0.0,
0.05,,"[546, 153, 180, 235]",,0.0,,0.02,,0.01,,0.83,,0.08,,0.01,
0.03,,"[542, 157, 178, 229]",,0.0,,0.01,,0.03,,0.89,,0.05,,0.0,
0.15,,"[547, 156, 178, 223]",,0.0,,0.01,,0.06,,0.74,,0.03,,0.0,
0.2,,"[559, 155, 165, 212]",,0.0,,0.01,,0.05,,0.64,,0.09,,0.0,
0.26,,"[560, 142, 172, 220]",,0.0,,0.0,,0.01,,0.62,,0.11,,0.0,
0.42,,"[568, 139, 168, 217]",,0.0,,0.02,,0.04,,0.37,,0.14,,0.0,
0.65,,"[567, 126, 173, 223]",,0.0,,0.01,,0.01,,0.18,,0.15,,0.0,
0.52,,"[576, 123, 168, 221]",,0.0,,0.23,,0.0,,0.12,,0.11,,0.02,
0.31,,"[579, 128, 163, 213]",,0.0,,0.38,,0.02,,0.17,,0.12,,0.01,
0.76,,"[580, 127, 163, 216]",,0.0,,0.08,,0.0,,0.08,,0.07,,0.0,
0.5,,"[582, 130, 162, 210]",,0.0,,0.3,,0.02,,0.07,,0.09,,0.02,
0.75,,"[584, 125, 164, 217]",,0.0,,0.07,,0.0,,0.09,,0.06,,0.02,
0.6,,"[584, 129, 164, 211]",,0.0,,0.17,,0.0,,0.11,,0.1,,0.01,
0.53,,"[584, 129, 164, 212]",,0.0,,0.19,,0.0,,0.17,,0.1,,0.01,
0.6,,"[582, 126, 166, 215]",,0.0,,0.2,,0.0,,0.1,,0.09,,0.01,
0.48,,"[581, 126, 165, 217]",,0.0,,0.31,,0.0,,0.09,,0.1,,0.01,
0.67,,"[578, 123, 167, 220]",,0.0,,0.16,,0.0,,0.06,,0.09,,0.02,
0.69,,"[577, 126, 165, 217]",,0.0,,0.09,,0.0,,0.12,,0.1,,0.01,
0.72,,"[576, 126, 167, 216]",,0.0,,0.03,,0.0,,0.17,,0.07,,0.0,
0.57,,"[578, 131, 165, 211]",,0.0,,0.05,,0.0,,0.28,,0.09,,0.0,
0.58,,"[577, 131, 165, 211]",,0.0,,0.05,,0.0,,0.29,,0.08,,0.0,
0.72,,"[575, 131, 166, 213]",,0.0,,0.05,,0.01,,0.14,,0.09,,0.0,
0.7,,"[571, 129, 169, 217]",,0.0,,0.09,,0.0,,0.1,,0.09,,0.01,
0.67,,"[569, 129, 170, 219]",,0.0,,0.03,,0.02,,0.18,,0.07,,0.01,
0.63,,"[565, 134, 166, 210]",,0.0,,0.01,,0.02,,0.3,,0.04,,0.0,
0.32,,"[560, 134, 171, 218]",,0.0,,0.01,,0.01,,0.65,,0.02,,0.0,
0.16,,"[556, 134, 168, 217]",,0.0,,0.02,,0.02,,0.76,,0.04,,0.0,
0.17,,"[547, 124, 175, 224]",,0.0,,0.02,,0.04,,0.7,,0.05,,0.02,
0.11,,"[550, 132, 172, 218]",,0.0,,0.0,,0.04,,0.83,,0.01,,0.0,
0.2,,"[553, 135, 171, 216]",,0.0,,0.02,,0.1,,0.64,,0.04,,0.0,
0.16,,"[553, 136, 170, 213]",,0.0,,0.01,,0.1,,0.71,,0.02,,0.0,
0.36,,"[557, 136, 169, 213]",,0.0,,0.01,,0.02,,0.57,,0.02,,0.0,
0.36,,"[559, 137, 167, 212]",,0.0,,0.07,,0.02,,0.49,,0.05,,0.01,
0.43,,"[558, 136, 169, 214]",,0.0,,0.04,,0.01,,0.47,,0.04,,0.0,
0.41,,"[557, 136, 170, 215]",,0.0,,0.05,,0.01,,0.47,,0.06,,0.01,
0.27,,"[562, 135, 166, 211]",,0.0,,0.02,,0.02,,0.63,,0.04,,0.01,
0.38,,"[561, 129, 171, 218]",,0.0,,0.02,,0.01,,0.54,,0.05,,0.01,
0.45,,"[563, 133, 170, 219]",,0.0,,0.02,,0.02,,0.47,,0.05,,0.0,
0.35,,"[564, 132, 171, 218]",,0.0,,0.01,,0.02,,0.57,,0.04,,0.0,
0.2,,"[563, 131, 170, 216]",,0.0,,0.02,,0.02,,0.73,,0.02,,0.01,
0.28,,"[566, 132, 168, 217]",,0.0,,0.01,,0.02,,0.65,,0.03,,0.0,
0.31,,"[563, 131, 172, 220]",,0.0,,0.04,,0.01,,0.56,,0.06,,0.01,
0.29,,"[566, 131, 170, 217]",,0.0,,0.02,,0.05,,0.59,,0.03,,0.01,
0.5,,"[568, 134, 168, 214]",,0.0,,0.0,,0.0,,0.45,,0.03,,0.0,
0.56,,"[568, 136, 168, 210]",,0.0,,0.01,,0.0,,0.39,,0.04,,0.0,
0.46,,"[568, 135, 168, 213]",,0.0,,0.0,,0.01,,0.49,,0.03,,0.0,
0.38,,"[567, 131, 171, 222]",,0.0,,0.01,,0.02,,0.56,,0.03,,0.0,
0.45,,"[567, 132, 172, 222]",,0.0,,0.01,,0.02,,0.48,,0.04,,0.0,
0.42,,"[569, 135, 170, 219]",,0.0,,0.02,,0.02,,0.5,,0.03,,0.01,
0.37,,"[567, 133, 172, 220]",,0.0,,0.01,,0.05,,0.56,,0.02,,0.0,
0.17,,"[569, 135, 170, 217]",,0.0,,0.01,,0.02,,0.78,,0.01,,0.0,
0.26,,"[567, 132, 171, 220]",,0.0,,0.01,,0.02,,0.69,,0.03,,0.0,
0.37,,"[567, 134, 171, 217]",,0.0,,0.01,,0.02,,0.58,,0.02,,0.0,
0.42,,"[568, 134, 170, 219]",,0.0,,0.0,,0.02,,0.54,,0.02,,0.0,
0.48,,"[570, 140, 167, 212]",,0.0,,0.02,,0.01,,0.45,,0.04,,0.0,
0.43,,"[570, 133, 171, 217]",,0.0,,0.03,,0.04,,0.4,,0.09,,0.01,
0.66,,"[571, 132, 170, 221]",,0.0,,0.04,,0.03,,0.2,,0.07,,0.01,
0.75,,"[572, 137, 167, 216]",,0.0,,0.05,,0.02,,0.12,,0.05,,0.01,
0.5,,"[571, 136, 168, 216]",,0.0,,0.17,,0.02,,0.18,,0.1,,0.03,
0.48,,"[571, 137, 166, 213]",,0.0,,0.05,,0.02,,0.34,,0.1,,0.02,
0.51,,"[573, 138, 166, 213]",,0.0,,0.04,,0.02,,0.3,,0.12,,0.01,
0.52,,"[573, 135, 164, 215]",,0.0,,0.01,,0.02,,0.35,,0.09,,0.0,
0.34,,"[573, 132, 166, 219]",,0.0,,0.01,,0.07,,0.5,,0.07,,0.0,
0.41,,"[572, 133, 166, 217]",,0.0,,0.01,,0.07,,0.39,,0.11,,0.0,
0.34,,"[570, 131, 169, 218]",,0.0,,0.01,,0.09,,0.4,,0.15,,0.0,
0.52,,"[573, 138, 165, 214]",,0.0,,0.07,,0.02,,0.25,,0.13,,0.0,
0.23,,"[567, 127, 174, 220]",,0.0,,0.01,,0.04,,0.6,,0.13,,0.0,
0.08,,"[567, 129, 170, 216]",,0.0,,0.0,,0.06,,0.8,,0.06,,0.0,
0.19,,"[565, 133, 169, 219]",,0.0,,0.01,,0.09,,0.63,,0.08,,0.0,
0.26,,"[570, 137, 165, 211]",,0.0,,0.04,,0.15,,0.47,,0.07,,0.01,
0.65,,"[569, 140, 164, 209]",,0.0,,0.04,,0.03,,0.23,,0.05,,0.01,
0.15,,"[565, 133, 168, 216]",,0.0,,0.01,,0.06,,0.69,,0.09,,0.0,
0.26,,"[564, 135, 170, 217]",,0.0,,0.01,,0.03,,0.57,,0.14,,0.0,
0.5,,"[565, 139, 168, 214]",,0.0,,0.02,,0.01,,0.4,,0.07,,0.0,
0.52,,"[568, 141, 164, 210]",,0.0,,0.04,,0.05,,0.3,,0.08,,0.01,
0.48,,"[567, 140, 164, 211]",,0.0,,0.07,,0.07,,0.28,,0.09,,0.01,
0.65,,"[566, 141, 163, 211]",,0.0,,0.02,,0.01,,0.27,,0.04,,0.0,
0.21,,"[565, 136, 161, 207]",,0.0,,0.01,,0.07,,0.65,,0.06,,0.0,
0.16,,"[563, 134, 164, 210]",,0.0,,0.01,,0.11,,0.68,,0.05,,0.0,
0.33,,"[567, 135, 163, 215]",,0.0,,0.02,,0.1,,0.44,,0.1,,0.01,
0.5,,"[567, 136, 163, 215]",,0.0,,0.04,,0.05,,0.32,,0.07,,0.01,
0.46,,"[567, 137, 163, 213]",,0.0,,0.04,,0.05,,0.33,,0.11,,0.01,
0.58,,"[566, 137, 162, 215]",,0.0,,0.09,,0.02,,0.24,,0.07,,0.01,
0.73,,"[566, 134, 165, 219]",,0.0,,0.03,,0.02,,0.15,,0.07,,0.01,
0.55,,"[566, 136, 163, 216]",,0.0,,0.12,,0.02,,0.21,,0.09,,0.01,
0.61,,"[565, 136, 163, 217]",,0.0,,0.09,,0.02,,0.18,,0.08,,0.01,
0.61,,"[565, 136, 163, 218]",,0.0,,0.09,,0.01,,0.19,,0.08,,0.01,
