angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.65,,"[566, 137, 162, 216]",,0.0,,0.11,,0.02,,0.15,,0.06,,0.02,
0.74,,"[566, 133, 165, 220]",,0.0,,0.03,,0.03,,0.14,,0.05,,0.01,
0.27,,"[561, 129, 175, 223]",,0.0,,0.05,,0.1,,0.42,,0.13,,0.03,
0.06,,"[571, 139, 160, 205]",,0.0,,0.03,,0.18,,0.69,,0.03,,0.01,
0.17,,"[571, 141, 159, 203]",,0.0,,0.03,,0.13,,0.56,,0.04,,0.07,
0.16,,"[571, 141, 159, 203]",,0.0,,0.02,,0.1,,0.61,,0.04,,0.06,
0.13,,"[571, 138, 160, 206]",,0.0,,0.03,,0.1,,0.66,,0.05,,0.02,
0.12,,"[570, 138, 158, 205]",,0.0,,0.02,,0.12,,0.67,,0.06,,0.01,
0.18,,"[570, 139, 159, 202]",,0.0,,0.01,,0.07,,0.67,,0.06,,0.01,
0.15,,"[571, 138, 158, 201]",,0.0,,0.02,,0.03,,0.73,,0.07,,0.0,
0.05,,"[571, 138, 158, 199]",,0.0,,0.02,,0.06,,0.81,,0.06,,0.0,
0.05,,"[570, 138, 159, 199]",,0.0,,0.01,,0.04,,0.82,,0.07,,0.0,
0.03,,"[572, 137, 158, 198]",,0.0,,0.01,,0.03,,0.87,,0.06,,0.0,
0.05,,"[569, 133, 163, 206]",,0.0,,0.01,,0.1,,0.76,,0.07,,0.0,
0.07,,"[571, 142, 160, 191]",,0.0,,0.01,,0.03,,0.69,,0.19,,0.0,
0.16,,"[569, 142, 160, 201]",,0.0,,0.03,,0.05,,0.63,,0.13,,0.01,
0.25,,"[582, 124, 162, 199]",,0.0,,0.07,,0.02,,0.55,,0.11,,0.0,
0.33,,"[582, 128, 158, 196]",,0.0,,0.05,,0.03,,0.54,,0.03,,0.0,
0.34,,"[583, 126, 160, 199]",,0.0,,0.09,,0.02,,0.47,,0.06,,0.01,
0.34,,"[584, 127, 163, 198]",,0.0,,0.11,,0.02,,0.49,,0.04,,0.0,
0.15,,"[584, 115, 182, 222]",,0.0,,0.28,,0.0,,0.33,,0.24,,0.0,
0.37,,"[587, 125, 169, 203]",,0.0,,0.2,,0.0,,0.35,,0.06,,0.01,
0.38,,"[585, 139, 156, 193]",,0.0,,0.04,,0.04,,0.47,,0.07,,0.0,
0.29,,"[582, 134, 154, 195]",,0.0,,0.03,,0.19,,0.42,,0.06,,0.0,
0.11,,"[582, 134, 162, 200]",,0.0,,0.02,,0.03,,0.78,,0.05,,0.0,
0.11,,"[583, 136, 162, 200]",,0.0,,0.03,,0.02,,0.77,,0.06,,0.01,
0.11,,"[583, 138, 161, 199]",,0.0,,0.03,,0.02,,0.8,,0.05,,0.0,
0.1,,"[576, 135, 164, 206]",,0.0,,0.02,,0.03,,0.81,,0.04,,0.0,
0.17,,"[577, 137, 160, 204]",,0.0,,0.02,,0.04,,0.72,,0.04,,0.01,
0.05,,"[577, 134, 163, 207]",,0.0,,0.01,,0.02,,0.89,,0.03,,0.0,
0.11,,"[578, 149, 156, 193]",,0.0,,0.03,,0.03,,0.79,,0.03,,0.01,
0.06,,"[575, 138, 161, 203]",,0.0,,0.01,,0.02,,0.89,,0.02,,0.0,
0.08,,"[574, 144, 160, 199]",,0.0,,0.02,,0.01,,0.86,,0.03,,0.0,
0.05,,"[573, 141, 163, 204]",,0.0,,0.01,,0.02,,0.9,,0.02,,0.0,
0.06,,"[573, 143, 161, 201]",,0.0,,0.02,,0.04,,0.84,,0.03,,0.01,
0.06,,"[573, 144, 161, 200]",,0.0,,0.02,,0.04,,0.86,,0.02,,0.01,
0.1,,"[574, 148, 159, 199]",,0.0,,0.02,,0.05,,0.79,,0.04,,0.01,
0.08,,"[576, 149, 156, 199]",,0.0,,0.01,,0.06,,0.82,,0.02,,0.0,
0.09,,"[575, 150, 159, 204]",,0.0,,0.03,,0.03,,0.81,,0.04,,0.01,
0.13,,"[576, 154, 156, 199]",,0.0,,0.03,,0.08,,0.69,,0.02,,0.06,
0.21,,"[575, 155, 159, 205]",,0.0,,0.03,,0.04,,0.68,,0.03,,0.01,
0.14,,"[574, 159, 159, 202]",,0.0,,0.07,,0.14,,0.57,,0.03,,0.05,
0.09,,"[575, 161, 156, 205]",,0.0,,0.04,,0.1,,0.7,,0.03,,0.06,
0.04,,"[572, 160, 160, 202]",,0.0,,0.01,,0.08,,0.82,,0.01,,0.03,
0.03,,"[576, 164, 158, 207]",,0.0,,0.01,,0.12,,0.83,,0.01,,0.01,
0.03,,"[575, 166, 159, 203]",,0.0,,0.02,,0.2,,0.71,,0.01,,0.02,
0.04,,"[573, 165, 160, 203]",,0.0,,0.03,,0.27,,0.6,,0.01,,0.04,
0.02,,"[573, 162, 162, 208]",,0.0,,0.01,,0.19,,0.77,,0.01,,0.01,
0.07,,"[577, 167, 157, 198]",,0.0,,0.04,,0.11,,0.67,,0.01,,0.09,
0.06,,"[576, 166, 156, 199]",,0.0,,0.02,,0.05,,0.86,,0.01,,0.01,
0.08,,"[573, 163, 160, 201]",,0.0,,0.02,,0.11,,0.77,,0.02,,0.01,
0.12,,"[574, 158, 158, 202]",,0.0,,0.02,,0.05,,0.79,,0.01,,0.0,
0.07,,"[574, 153, 159, 202]",,0.0,,0.01,,0.02,,0.88,,0.02,,0.0,
0.22,,"[575, 156, 155, 200]",,0.0,,0.06,,0.02,,0.66,,0.03,,0.01,
0.15,,"[572, 149, 158, 201]",,0.0,,0.04,,0.02,,0.74,,0.04,,0.01,
0.17,,"[574, 146, 159, 204]",,0.0,,0.03,,0.02,,0.74,,0.04,,0.0,
0.14,,"[576, 147, 156, 200]",,0.0,,0.05,,0.01,,0.76,,0.03,,0.01,
0.14,,"[572, 143, 161, 203]",,0.0,,0.02,,0.01,,0.79,,0.04,,0.01,
0.18,,"[574, 140, 160, 204]",,0.0,,0.03,,0.04,,0.66,,0.07,,0.02,
0.26,,"[579, 147, 152, 194]",,0.0,,0.07,,0.01,,0.57,,0.08,,0.02,
0.25,,"[579, 144, 150, 194]",,0.0,,0.04,,0.02,,0.56,,0.11,,0.02,
0.14,,"[574, 132, 158, 203]",,0.0,,0.01,,0.03,,0.68,,0.13,,0.0,
0.19,,"[575, 134, 156, 198]",,0.0,,0.02,,0.03,,0.66,,0.09,,0.01,
0.2,,"[577, 132, 155, 200]",,0.0,,0.04,,0.04,,0.56,,0.15,,0.01,
0.14,,"[575, 128, 158, 201]",,0.0,,0.02,,0.04,,0.72,,0.08,,0.0,
0.17,,"[576, 128, 157, 200]",,0.0,,0.02,,0.03,,0.7,,0.09,,0.0,
0.19,,"[576, 128, 155, 201]",,0.0,,0.02,,0.07,,0.64,,0.08,,0.01,
0.08,,"[575, 126, 154, 200]",,0.0,,0.01,,0.04,,0.82,,0.05,,0.0,
0.1,,"[569, 117, 166, 213]",,0.0,,0.01,,0.05,,0.73,,0.12,,0.0,
0.17,,"[575, 124, 156, 203]",,0.0,,0.01,,0.06,,0.7,,0.07,,0.0,
0.22,,"[570, 122, 160, 204]",,0.0,,0.0,,0.04,,0.66,,0.07,,0.0,
0.15,,"[568, 120, 162, 204]",,0.0,,0.0,,0.06,,0.7,,0.08,,0.0,
0.06,,"[568, 123, 160, 200]",,0.0,,0.02,,0.09,,0.73,,0.07,,0.03,
0.06,,"[565, 122, 162, 203]",,0.0,,0.04,,0.17,,0.63,,0.07,,0.03,
0.07,,"[562, 121, 165, 207]",,0.0,,0.14,,0.19,,0.42,,0.11,,0.06,
0.18,,"[562, 126, 163, 200]",,0.0,,0.1,,0.09,,0.5,,0.07,,0.07,
0.12,,"[563, 127, 160, 198]",,0.0,,0.13,,0.04,,0.56,,0.06,,0.1,
0.09,,"[564, 122, 162, 204]",,0.0,,0.02,,0.05,,0.76,,0.06,,0.02,
0.08,,"[561, 123, 163, 202]",,0.0,,0.02,,0.04,,0.79,,0.06,,0.01,
0.05,,"[561, 122, 163, 202]",,0.0,,0.01,,0.06,,0.81,,0.06,,0.01,
0.05,,"[561, 123, 164, 201]",,0.0,,0.01,,0.04,,0.86,,0.04,,0.01,
0.03,,"[559, 124, 163, 200]",,0.0,,0.0,,0.05,,0.89,,0.03,,0.0,
0.05,,"[557, 122, 165, 202]",,0.0,,0.01,,0.1,,0.81,,0.04,,0.0,
0.04,,"[556, 122, 168, 202]",,0.0,,0.0,,0.1,,0.83,,0.03,,0.0,
0.08,,"[556, 124, 164, 206]",,0.0,,0.01,,0.08,,0.78,,0.05,,0.0,
0.06,,"[559, 125, 162, 204]",,0.0,,0.01,,0.04,,0.83,,0.06,,0.0,
0.06,,"[559, 126, 162, 203]",,0.0,,0.01,,0.04,,0.81,,0.08,,0.0,
0.02,,"[565, 135, 156, 199]",,0.0,,0.02,,0.03,,0.9,,0.03,,0.0,
0.03,,"[565, 136, 158, 196]",,0.0,,0.01,,0.03,,0.89,,0.03,,0.01,
0.05,,"[563, 136, 160, 198]",,0.0,,0.01,,0.01,,0.9,,0.02,,0.0,
0.09,,"[560, 134, 164, 204]",,0.0,,0.02,,0.02,,0.83,,0.03,,0.0,
0.06,,"[561, 135, 163, 203]",,0.0,,0.02,,0.02,,0.88,,0.03,,0.0,
0.08,,"[561, 137, 161, 199]",,0.0,,0.04,,0.01,,0.8,,0.06,,0.0,
0.06,,"[560, 131, 158, 203]",,0.0,,0.02,,0.04,,0.82,,0.06,,0.01,
0.1,,"[561, 134, 154, 198]",,0.0,,0.01,,0.09,,0.73,,0.05,,0.01,
0.09,,"[564, 131, 163, 204]",,0.0,,0.02,,0.07,,0.76,,0.04,,0.02,
0.13,,"[568, 139, 158, 199]",,0.0,,0.02,,0.01,,0.79,,0.04,,0.01,
0.13,,"[567, 140, 160, 199]",,0.0,,0.02,,0.02,,0.77,,0.06,,0.0,
0.07,,"[568, 138, 158, 201]",,0.0,,0.01,,0.03,,0.85,,0.03,,0.0,
0.22,,"[569, 131, 160, 204]",,0.0,,0.06,,0.07,,0.51,,0.14,,0.01,
0.28,,"[566, 130, 162, 203]",,0.0,,0.06,,0.02,,0.48,,0.16,,0.0,
0.56,,"[566, 131, 162, 200]",,0.0,,0.09,,0.02,,0.21,,0.1,,0.01,
0.76,,"[574, 122, 165, 204]",,0.0,,0.05,,0.02,,0.09,,0.08,,0.0,
0.68,,"[569, 121, 164, 203]",,0.0,,0.04,,0.02,,0.19,,0.06,,0.0,
0.69,,"[573, 118, 171, 208]",,0.0,,0.05,,0.01,,0.2,,0.05,,0.0,
0.67,,"[581, 123, 157, 197]",,0.0,,0.11,,0.01,,0.16,,0.04,,0.01,
0.69,,"[580, 119, 168, 205]",,0.0,,0.11,,0.0,,0.14,,0.06,,0.0,
0.4,,"[581, 122, 160, 198]",,0.0,,0.13,,0.02,,0.38,,0.07,,0.01,
0.33,,"[580, 127, 161, 196]",,0.0,,0.09,,0.02,,0.45,,0.1,,0.01,
0.51,,"[574, 129, 163, 198]",,0.0,,0.04,,0.04,,0.28,,0.13,,0.0,
0.52,,"[579, 134, 157, 200]",,0.0,,0.06,,0.07,,0.18,,0.17,,0.01,
0.34,,"[575, 135, 161, 199]",,0.0,,0.03,,0.11,,0.39,,0.12,,0.01,
0.26,,"[577, 139, 158, 198]",,0.0,,0.06,,0.06,,0.53,,0.08,,0.01,
0.18,,"[577, 138, 154, 199]",,0.0,,0.05,,0.12,,0.57,,0.06,,0.02,
0.08,,"[574, 139, 156, 201]",,0.0,,0.02,,0.04,,0.83,,0.03,,0.0,
0.16,,"[576, 139, 155, 200]",,0.0,,0.04,,0.1,,0.63,,0.05,,0.02,
0.13,,"[574, 143, 155, 198]",,0.0,,0.06,,0.02,,0.72,,0.05,,0.02,
0.09,,"[571, 137, 162, 203]",,0.0,,0.02,,0.04,,0.77,,0.07,,0.01,
0.1,,"[571, 140, 159, 198]",,0.0,,0.02,,0.04,,0.78,,0.04,,0.01,
0.1,,"[571, 145, 157, 198]",,0.0,,0.04,,0.09,,0.67,,0.06,,0.05,
0.08,,"[575, 150, 152, 193]",,0.0,,0.03,,0.1,,0.73,,0.03,,0.02,
0.05,,"[574, 148, 153, 192]",,0.0,,0.01,,0.03,,0.86,,0.04,,0.01,
0.1,,"[567, 139, 160, 207]",,0.0,,0.02,,0.04,,0.79,,0.05,,0.01,
0.07,,"[571, 141, 159, 203]",,0.0,,0.02,,0.06,,0.81,,0.04,,0.01,
0.04,,"[569, 141, 157, 202]",,0.0,,0.01,,0.04,,0.87,,0.03,,0.0,
0.08,,"[568, 144, 153, 200]",,0.0,,0.02,,0.07,,0.74,,0.05,,0.04,
0.13,,"[567, 145, 154, 200]",,0.0,,0.02,,0.04,,0.68,,0.06,,0.07,
0.1,,"[569, 147, 154, 198]",,0.0,,0.01,,0.06,,0.77,,0.04,,0.02,
0.07,,"[567, 147, 157, 200]",,0.0,,0.02,,0.1,,0.75,,0.04,,0.03,
0.08,,"[567, 148, 158, 199]",,0.0,,0.02,,0.09,,0.74,,0.03,,0.05,
0.05,,"[567, 148, 159, 200]",,0.0,,0.01,,0.1,,0.79,,0.01,,0.03,
0.03,,"[566, 147, 160, 203]",,0.0,,0.01,,0.12,,0.82,,0.01,,0.01,
0.03,,"[567, 148, 159, 201]",,0.0,,0.01,,0.11,,0.81,,0.01,,0.03,
0.07,,"[569, 151, 157, 199]",,0.0,,0.02,,0.04,,0.82,,0.02,,0.03,
0.04,,"[567, 148, 158, 203]",,0.0,,0.01,,0.05,,0.88,,0.01,,0.01,
0.05,,"[568, 149, 158, 202]",,0.0,,0.01,,0.05,,0.85,,0.02,,0.02,
0.08,,"[570, 153, 155, 199]",,0.0,,0.03,,0.02,,0.83,,0.03,,0.02,
0.09,,"[569, 151, 158, 201]",,0.0,,0.02,,0.02,,0.82,,0.02,,0.02,
0.09,,"[569, 150, 158, 201]",,0.0,,0.02,,0.04,,0.8,,0.02,,0.03,
0.09,,"[570, 152, 156, 200]",,0.0,,0.03,,0.04,,0.8,,0.03,,0.01,
0.08,,"[569, 152, 157, 200]",,0.0,,0.03,,0.03,,0.8,,0.04,,0.02,
0.08,,"[565, 148, 160, 201]",,0.0,,0.03,,0.13,,0.7,,0.02,,0.05,
0.32,,"[521, 143, 176, 222]",,0.0,,0.03,,0.02,,0.49,,0.12,,0.01,
0.12,,"[525, 150, 171, 217]",,0.0,,0.0,,0.01,,0.8,,0.06,,0.0,
0.12,,"[527, 150, 170, 216]",,0.0,,0.01,,0.01,,0.76,,0.1,,0.0,
0.15,,"[525, 148, 171, 217]",,0.0,,0.01,,0.01,,0.74,,0.09,,0.0,
0.2,,"[525, 137, 175, 226]",,0.0,,0.0,,0.03,,0.73,,0.04,,0.0,
0.11,,"[524, 137, 173, 224]",,0.0,,0.01,,0.12,,0.71,,0.05,,0.01,
0.11,,"[523, 136, 173, 225]",,0.0,,0.01,,0.04,,0.76,,0.07,,0.01,
0.14,,"[525, 135, 171, 225]",,0.0,,0.01,,0.06,,0.73,,0.06,,0.0,
0.17,,"[522, 127, 174, 229]",,0.0,,0.0,,0.01,,0.77,,0.04,,0.0,
0.19,,"[522, 129, 174, 226]",,0.0,,0.0,,0.02,,0.77,,0.02,,0.0,
0.11,,"[524, 129, 173, 229]",,0.0,,0.0,,0.06,,0.8,,0.03,,0.0,
0.16,,"[526, 128, 173, 226]",,0.0,,0.0,,0.01,,0.8,,0.03,,0.0,
0.24,0.07,"[529, 127, 175, 224]","[549, 71, 115, 130]",0.0,0.0,0.0,0.24,0.01,0.11,0.72,0.23,0.03,0.29,0.0,0.06
0.1,0.06,"[533, 122, 178, 227]","[551, 71, 117, 131]",0.0,0.0,0.0,0.3,0.02,0.05,0.86,0.19,0.02,0.31,0.0,0.09
0.16,,"[536, 123, 175, 222]",,0.0,,0.0,,0.01,,0.81,,0.02,,0.0,
0.29,,"[541, 126, 174, 220]",,0.0,,0.0,,0.02,,0.66,,0.03,,0.0,
0.3,,"[540, 120, 181, 225]",,0.0,,0.01,,0.04,,0.62,,0.03,,0.0,
0.22,,"[545, 125, 173, 224]",,0.0,,0.0,,0.07,,0.68,,0.02,,0.0,
0.39,,"[546, 128, 170, 221]",,0.0,,0.0,,0.09,,0.46,,0.04,,0.01,
0.44,,"[548, 136, 164, 212]",,0.0,,0.02,,0.05,,0.44,,0.03,,0.02,
0.19,,"[553, 133, 165, 214]",,0.0,,0.02,,0.23,,0.48,,0.02,,0.06,
0.32,,"[554, 132, 170, 217]",,0.0,,0.02,,0.1,,0.47,,0.05,,0.05,
0.66,,"[555, 136, 170, 219]",,0.0,,0.03,,0.02,,0.21,,0.03,,0.04,
0.55,,"[566, 142, 161, 210]",,0.0,,0.05,,0.09,,0.25,,0.05,,0.01,
0.37,,"[566, 137, 165, 214]",,0.0,,0.02,,0.08,,0.42,,0.1,,0.01,
0.22,,"[561, 131, 172, 216]",,0.0,,0.01,,0.04,,0.7,,0.03,,0.0,
0.3,,"[562, 131, 172, 216]",,0.0,,0.0,,0.01,,0.64,,0.04,,0.0,
0.39,,"[570, 134, 167, 219]",,0.0,,0.02,,0.04,,0.45,,0.11,,0.0,
0.36,,"[566, 136, 168, 212]",,0.0,,0.02,,0.03,,0.5,,0.08,,0.01,
0.64,,"[570, 139, 167, 216]",,0.0,,0.06,,0.01,,0.21,,0.07,,0.01,
0.25,,"[565, 136, 167, 214]",,0.0,,0.01,,0.02,,0.67,,0.05,,0.0,
0.28,,"[565, 135, 167, 215]",,0.0,,0.01,,0.02,,0.65,,0.04,,0.0,
0.25,,"[563, 134, 169, 217]",,0.0,,0.01,,0.02,,0.68,,0.04,,0.0,
0.26,,"[560, 135, 171, 214]",,0.0,,0.01,,0.02,,0.66,,0.04,,0.0,
0.3,,"[561, 134, 170, 215]",,0.0,,0.0,,0.01,,0.64,,0.04,,0.0,
0.41,,"[563, 134, 171, 220]",,0.0,,0.0,,0.0,,0.45,,0.12,,0.0,
0.19,,"[563, 137, 169, 217]",,0.0,,0.01,,0.01,,0.71,,0.09,,0.0,
0.51,,"[561, 130, 174, 220]",,0.0,,0.0,,0.0,,0.39,,0.09,,0.0,
0.7,,"[566, 140, 167, 214]",,0.0,,0.01,,0.01,,0.2,,0.08,,0.0,
0.31,,"[560, 133, 170, 215]",,0.0,,0.0,,0.0,,0.63,,0.06,,0.0,
0.47,,"[558, 132, 170, 217]",,0.0,,0.0,,0.01,,0.44,,0.07,,0.0,
0.6,,"[559, 144, 169, 215]",,0.0,,0.0,,0.0,,0.35,,0.05,,0.0,
0.48,,"[545, 133, 176, 220]",,0.0,,0.0,,0.01,,0.49,,0.02,,0.0,
0.55,,"[544, 134, 170, 220]",,0.0,,0.0,,0.01,,0.38,,0.06,,0.0,
0.53,,"[539, 131, 170, 222]",,0.0,,0.0,,0.0,,0.44,,0.03,,0.0,
0.39,,"[532, 130, 173, 220]",,0.0,,0.0,,0.0,,0.54,,0.07,,0.0,
0.33,,"[526, 128, 177, 224]",,0.0,,0.0,,0.0,,0.63,,0.04,,0.0,
0.23,,"[532, 135, 170, 219]",,0.0,,0.0,,0.0,,0.68,,0.08,,0.0,
0.22,,"[530, 138, 169, 218]",,0.0,,0.0,,0.0,,0.72,,0.05,,0.0,
0.22,,"[528, 139, 171, 218]",,0.0,,0.0,,0.0,,0.72,,0.06,,0.0,
0.22,,"[524, 132, 173, 220]",,0.0,,0.0,,0.0,,0.72,,0.05,,0.0,
0.09,,"[521, 137, 171, 220]",,0.0,,0.0,,0.01,,0.85,,0.05,,0.0,
0.12,,"[522, 134, 173, 220]",,0.0,,0.0,,0.0,,0.8,,0.07,,0.0,
0.07,,"[521, 132, 173, 223]",,0.0,,0.0,,0.0,,0.86,,0.06,,0.0,
0.21,,"[521, 139, 166, 222]",,0.0,,0.0,,0.02,,0.71,,0.07,,0.0,
0.18,,"[521, 131, 172, 224]",,0.0,,0.0,,0.01,,0.75,,0.06,,0.0,
0.35,,"[516, 133, 175, 224]",,0.0,,0.0,,0.01,,0.56,,0.08,,0.0,
0.2,,"[516, 133, 175, 225]",,0.0,,0.0,,0.02,,0.69,,0.09,,0.0,
0.15,,"[516, 134, 174, 226]",,0.0,,0.01,,0.01,,0.74,,0.09,,0.0,
0.16,,"[515, 132, 175, 228]",,0.0,,0.01,,0.03,,0.72,,0.07,,0.0,
0.28,,"[521, 137, 168, 222]",,0.0,,0.01,,0.04,,0.61,,0.06,,0.0,
0.18,,"[513, 131, 176, 229]",,0.0,,0.01,,0.03,,0.72,,0.07,,0.0,
0.11,,"[513, 129, 175, 230]",,0.0,,0.01,,0.01,,0.83,,0.04,,0.0,
0.06,,"[514, 128, 175, 231]",,0.0,,0.01,,0.09,,0.79,,0.04,,0.0,
0.17,,"[513, 126, 176, 231]",,0.0,,0.01,,0.08,,0.69,,0.04,,0.01,
0.06,,"[515, 130, 174, 228]",,0.0,,0.01,,0.05,,0.83,,0.05,,0.0,
0.09,,"[514, 131, 175, 225]",,0.0,,0.01,,0.06,,0.8,,0.03,,0.0,
0.34,,"[512, 129, 176, 229]",,0.0,,0.07,,0.01,,0.46,,0.11,,0.02,
0.15,,"[509, 128, 179, 234]",,0.0,,0.02,,0.0,,0.76,,0.06,,0.0,
0.17,,"[503, 126, 178, 231]",,0.0,,0.01,,0.02,,0.75,,0.06,,0.0,
0.06,,"[505, 127, 174, 228]",,0.0,,0.0,,0.02,,0.9,,0.02,,0.0,
0.13,,"[504, 128, 179, 234]",,0.0,,0.01,,0.01,,0.82,,0.04,,0.0,
0.4,,"[495, 127, 183, 238]",,0.0,,0.02,,0.0,,0.45,,0.11,,0.01,
0.14,,"[504, 137, 168, 224]",,0.0,,0.05,,0.01,,0.69,,0.1,,0.01,
0.15,,"[501, 134, 174, 233]",,0.0,,0.02,,0.01,,0.76,,0.05,,0.0,
0.29,,"[503, 133, 175, 237]",,0.0,,0.03,,0.01,,0.58,,0.08,,0.01,
0.43,,"[503, 140, 171, 226]",,0.0,,0.04,,0.01,,0.45,,0.05,,0.01,
0.47,,"[502, 139, 173, 229]",,0.0,,0.05,,0.01,,0.37,,0.1,,0.01,
0.24,,"[499, 145, 169, 224]",,0.0,,0.14,,0.01,,0.41,,0.18,,0.02,
0.4,,"[502, 147, 169, 219]",,0.0,,0.14,,0.07,,0.23,,0.05,,0.11,
0.2,,"[500, 144, 172, 223]",,0.0,,0.07,,0.04,,0.61,,0.04,,0.04,
0.19,,"[502, 144, 170, 222]",,0.0,,0.06,,0.06,,0.62,,0.03,,0.03,
0.17,,"[503, 143, 169, 223]",,0.0,,0.06,,0.05,,0.64,,0.04,,0.04,
0.21,,"[502, 142, 169, 225]",,0.0,,0.08,,0.05,,0.54,,0.07,,0.05,
0.13,,"[505, 144, 167, 221]",,0.0,,0.06,,0.02,,0.69,,0.06,,0.03,
0.06,,"[503, 142, 169, 224]",,0.0,,0.04,,0.01,,0.81,,0.06,,0.01,
0.14,,"[501, 142, 165, 221]",,0.0,,0.01,,0.01,,0.76,,0.07,,0.0,
0.1,,"[503, 144, 170, 220]",,0.0,,0.01,,0.0,,0.83,,0.05,,0.0,
0.08,,"[501, 140, 171, 228]",,0.0,,0.03,,0.02,,0.81,,0.05,,0.01,
0.12,,"[501, 139, 172, 231]",,0.0,,0.02,,0.01,,0.78,,0.06,,0.01,
0.08,,"[501, 139, 174, 229]",,0.0,,0.02,,0.01,,0.82,,0.06,,0.0,
0.18,,"[505, 138, 172, 226]",,0.0,,0.12,,0.03,,0.57,,0.06,,0.04,
0.26,,"[505, 133, 171, 226]",,0.0,,0.04,,0.04,,0.55,,0.08,,0.03,
0.48,,"[502, 123, 170, 231]",,0.0,,0.05,,0.04,,0.37,,0.04,,0.01,
0.29,,"[502, 124, 171, 226]",,0.0,,0.02,,0.06,,0.59,,0.03,,0.01,
0.28,,"[504, 126, 172, 227]",,0.0,,0.02,,0.04,,0.63,,0.03,,0.0,
0.37,,"[507, 131, 169, 218]",,0.0,,0.03,,0.06,,0.48,,0.05,,0.01,
0.27,,"[508, 120, 176, 230]",,0.0,,0.0,,0.01,,0.66,,0.06,,0.0,
0.11,,"[512, 121, 180, 231]",,0.0,,0.0,,0.02,,0.82,,0.04,,0.0,
0.32,0.11,"[520, 132, 164, 220]","[536, 68, 111, 126]",0.0,0.0,0.0,0.23,0.02,0.17,0.62,0.19,0.04,0.29,0.0,0.01
0.18,,"[522, 127, 166, 218]",,0.0,,0.0,,0.03,,0.75,,0.03,,0.0,
0.19,,"[523, 119, 170, 223]",,0.0,,0.0,,0.01,,0.75,,0.04,,0.0,
0.26,,"[528, 123, 167, 218]",,0.0,,0.05,,0.01,,0.56,,0.11,,0.0,
0.46,,"[527, 120, 169, 220]",,0.0,,0.07,,0.01,,0.37,,0.09,,0.0,
0.36,,"[531, 123, 167, 218]",,0.0,,0.08,,0.01,,0.46,,0.09,,0.0,
0.21,,"[524, 114, 184, 229]",,0.0,,0.02,,0.03,,0.68,,0.05,,0.0,
0.26,,"[538, 124, 163, 218]",,0.0,,0.03,,0.02,,0.6,,0.08,,0.0,
0.33,,"[531, 119, 179, 226]",,0.0,,0.01,,0.03,,0.58,,0.04,,0.0,
0.25,,"[534, 124, 176, 218]",,0.0,,0.01,,0.01,,0.66,,0.07,,0.0,
0.18,,"[532, 123, 176, 223]",,0.0,,0.0,,0.01,,0.78,,0.04,,0.0,
0.13,,"[535, 128, 171, 221]",,0.0,,0.0,,0.01,,0.83,,0.03,,0.0,
0.04,,"[534, 128, 173, 218]",,0.0,,0.0,,0.01,,0.94,,0.01,,0.0,
0.04,,"[534, 132, 170, 218]",,0.0,,0.0,,0.13,,0.82,,0.02,,0.0,
0.03,,"[530, 129, 174, 223]",,0.0,,0.0,,0.08,,0.88,,0.02,,0.0,
0.02,,"[532, 130, 173, 224]",,0.0,,0.0,,0.05,,0.92,,0.01,,0.0,
0.02,,"[533, 134, 171, 222]",,0.0,,0.0,,0.05,,0.92,,0.01,,0.0,
0.08,,"[536, 150, 166, 213]",,0.0,,0.0,,0.17,,0.7,,0.04,,0.0,
0.04,,"[536, 153, 164, 212]",,0.0,,0.0,,0.25,,0.69,,0.01,,0.0,
0.11,,"[537, 158, 163, 212]",,0.0,,0.01,,0.27,,0.59,,0.02,,0.01,
0.06,,"[531, 158, 171, 220]",,0.0,,0.0,,0.42,,0.5,,0.01,,0.01,
0.03,,"[531, 160, 175, 225]",,0.0,,0.0,,0.48,,0.47,,0.01,,0.0,
0.03,,"[532, 168, 174, 221]",,0.0,,0.0,,0.29,,0.65,,0.01,,0.01,
0.03,,"[537, 174, 170, 218]",,0.0,,0.0,,0.27,,0.69,,0.0,,0.01,
0.03,,"[541, 180, 166, 215]",,0.0,,0.0,,0.09,,0.84,,0.01,,0.03,
0.08,,"[543, 185, 167, 212]",,0.0,,0.0,,0.09,,0.78,,0.03,,0.02,
0.05,,"[546, 194, 162, 204]",,0.0,,0.0,,0.18,,0.73,,0.02,,0.03,
0.03,,"[547, 194, 161, 203]",,0.0,,0.0,,0.2,,0.74,,0.01,,0.01,
0.08,,"[551, 199, 158, 196]",,0.0,,0.02,,0.38,,0.33,,0.01,,0.19,
0.07,,"[547, 193, 163, 204]",,0.0,,0.01,,0.15,,0.58,,0.01,,0.17,
0.07,,"[548, 193, 163, 205]",,0.0,,0.01,,0.13,,0.65,,0.01,,0.13,
0.08,,"[549, 193, 163, 206]",,0.0,,0.01,,0.1,,0.73,,0.02,,0.05,
0.06,,"[551, 200, 161, 202]",,0.0,,0.01,,0.36,,0.49,,0.04,,0.04,
0.16,,"[552, 196, 162, 203]",,0.0,,0.02,,0.32,,0.32,,0.02,,0.16,
0.09,,"[547, 191, 167, 207]",,0.0,,0.0,,0.08,,0.77,,0.02,,0.03,
